feedback_id,date,feedback,sentiment
fb_0715,2025-08-04 05:06:01.026996,The customer service was excellent!,Positive
fb_0716,2025-01-17 11:06:01.026996,"Great experience, will buy again.",Positive
fb_0717,2024-11-15 09:06:01.026996,,Negative
fb_0718,2025-06-17 13:06:01.026996,"Great experience, will buy again.",Positive
fb_0719,2025-08-27 01:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0720,2025-02-01 09:06:01.026996,Shipping time was average.,Neutral
fb_0721,2025-07-26 13:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0722,2024-12-11 13:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0723,2025-06-13 16:06:01.026996,The website is #awful and slow.,Negative
fb_0724,2025-08-23 08:06:01.026996,The customer service was excellent!,Positive
fb_0725,2025-09-09 22:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0726,2025-07-01 11:06:01.026996,My order arrived late and was damaged.,Negative
fb_0727,2025-08-03 00:06:01.026996,My order arrived late and was damaged.,Positive
fb_0728,2025-01-03 17:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0729,2025-01-04 13:06:01.026996,My order arrived late and was damaged.,Negative
fb_0730,2025-02-11 00:06:01.026996,The price is fair for what you get.,Neutral
fb_0731,2025-08-30 06:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0732,2025-04-01 15:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0733,2025-01-14 23:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0734,2025-06-06 17:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0735,2025-02-24 20:06:01.026996,The website is #awful and slow.,Negative
fb_0736,2025-07-30 11:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0737,2024-11-23 09:06:01.026996,The customer service was excellent!,Positive
fb_0738,2024-12-19 07:06:01.026996,The customer service was excellent!,Negative
fb_0739,2025-08-19 21:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0740,2025-02-08 15:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_0741,2025-08-02 08:06:01.026996,My order arrived late and was damaged.,Negative
fb_0742,2024-11-19 22:06:01.026996,The customer service was excellent!,Positive
fb_0743,2025-01-30 14:06:01.026996,The customer service was excellent!,Positive
fb_0744,2025-01-14 18:06:01.026996,I am very unhappy with the support team.,Negative
fb_0745,2025-01-07 00:06:01.026996,The customer service was excellent!,Positive
fb_0746,2025-03-09 11:06:01.026996,"Great experience, will buy again.",Positive
fb_0747,2025-03-04 21:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0748,2025-07-05 19:06:01.026996,The customer service was excellent!,Positive
fb_0749,2024-12-14 10:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0750,2024-11-28 05:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0751,2025-10-12 15:06:01.026996,"Great experience, will buy again.",Positive
fb_0752,2025-01-28 14:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0753,2025-07-26 06:06:01.026996,I am very unhappy with the support team.,Negative
fb_0754,2025-06-01 22:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0755,2025-09-05 18:06:01.026996,The customer service was excellent!,Positive
fb_0756,2025-03-05 06:06:01.026996,My order arrived late and was damaged.,Negative
fb_0757,2025-10-03 05:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0758,2025-04-06 16:06:01.026996,"Great experience, will buy again.",Positive
fb_0759,2025-01-31 08:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0760,2025-01-12 11:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0761,2025-02-27 18:06:01.026996,"The product is okay, it does the job.",Positive
fb_0762,2025-08-07 08:06:01.026996,My order arrived late and was damaged.,Negative
fb_0763,2025-07-28 13:06:01.026996,"Great experience, will buy again.",Positive
fb_0764,2025-04-11 04:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0765,2024-11-30 02:06:01.026996,I am very unhappy with the support team.,Negative
fb_0766,2025-08-25 23:06:01.026996,I am very unhappy with the support team.,Positive
fb_0767,2025-07-05 23:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0768,2025-04-17 22:06:01.026996,My order arrived late and was damaged.,Negative
fb_0769,2025-03-28 08:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0770,2025-08-22 08:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_0771,2025-07-13 00:06:01.026996,My order arrived late and was damaged.,Negative
fb_0772,2025-01-26 13:06:01.026996,"Great experience, will buy again.",Positive
fb_0773,2025-06-11 23:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0774,2025-09-12 18:06:01.026996,My order arrived late and was damaged.,Negative
fb_0775,2025-08-14 09:06:01.026996,The customer service was excellent!,Positive
fb_0776,2025-01-22 17:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0777,2025-07-18 00:06:01.026996,I am very unhappy with the support team.,Negative
fb_0778,2025-01-13 23:06:01.026996,,Positive
fb_0779,2025-01-09 08:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0780,2025-05-22 01:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_0781,2024-11-29 19:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0782,2025-01-05 00:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0783,2024-11-28 11:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0784,2025-04-19 05:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0785,2025-10-14 01:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0786,2025-02-20 05:06:01.026996,I am very unhappy with the support team.,Negative
fb_0787,2024-11-19 12:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0788,2025-08-27 15:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0789,2025-07-02 00:06:01.026996,The website is #awful and slow.,Negative
fb_0790,2025-01-03 00:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0791,2025-04-22 21:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0792,2024-12-22 12:06:01.026996,The website is #awful and slow.,Negative
fb_0793,2025-01-28 15:06:01.026996,"Great experience, will buy again.",Positive
fb_0794,2025-07-05 01:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0795,2025-08-07 12:06:01.026996,The website is #awful and slow.,Negative
fb_0796,2025-04-08 18:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0797,2024-12-06 11:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0798,2025-09-30 21:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0799,2025-07-30 05:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0800,2025-06-30 12:06:01.026996,The price is fair for what you get.,Neutral
fb_0801,2025-10-19 16:06:01.026996,My order arrived late and was damaged.,Negative
fb_0802,2024-11-08 11:06:01.026996,,Positive
fb_0803,2025-07-20 12:06:01.026996,"Great experience, will buy again.",Positive
fb_0804,2025-08-06 15:06:01.026996,I am very unhappy with the support team.,Negative
fb_0805,2025-08-02 23:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0806,2025-05-11 01:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0807,2025-05-13 01:06:01.026996,The website is #awful and slow.,Negative
fb_0808,2025-07-01 18:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0809,2025-03-30 16:06:01.026996,The customer service was excellent!,Positive
fb_0810,2025-08-22 22:06:01.026996,Shipping time was average.,Neutral
fb_0811,2025-08-22 17:06:01.026996,The customer service was excellent!,Positive
fb_0812,2025-01-12 06:06:01.026996,"Great experience, will buy again.",Positive
fb_0813,2025-05-11 01:06:01.026996,I am very unhappy with the support team.,Negative
fb_0814,2025-01-05 21:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0815,2025-07-25 22:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0816,2025-02-09 01:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0817,2025-07-11 03:06:01.026996,The customer service was excellent!,Positive
fb_0818,2025-10-24 18:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0819,2025-07-04 06:06:01.026996,My order arrived late and was damaged.,Negative
fb_0820,2024-11-14 18:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_0821,2024-12-27 16:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0822,2025-06-14 07:06:01.026996,My order arrived late and was damaged.,Negative
fb_0823,2024-12-27 05:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0824,2025-10-08 22:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0825,2024-11-03 11:06:01.026996,My order arrived late and was damaged.,Negative
fb_0826,2025-06-29 00:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0827,2025-10-20 02:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0828,2025-04-12 09:06:01.026996,"I love this product, it works perfectly.",Negative
fb_0829,2025-09-28 11:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0830,2024-12-31 05:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0831,2025-08-31 23:06:01.026996,I am very unhappy with the support team.,Negative
fb_0832,2025-09-22 16:06:01.026996,"Great experience, will buy again.",Positive
fb_0833,2025-08-05 00:06:01.026996,"Great experience, will buy again.",Positive
fb_0834,2025-09-17 09:06:01.026996,I am very unhappy with the support team.,Negative
fb_0835,2024-12-24 01:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0836,2024-10-31 14:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0837,2025-03-21 01:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0838,2025-09-25 12:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0839,2024-12-31 17:06:01.026996,"Great experience, will buy again.",Positive
fb_0840,2025-04-17 00:06:01.026996,I haven't used the support team yet.,Neutral
fb_0841,2025-06-05 09:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0842,2025-09-11 08:06:01.026996,"Great experience, will buy again.",Positive
fb_0843,2025-07-23 00:06:01.026996,,Negative
fb_0844,2024-12-24 16:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0845,2025-04-26 18:06:01.026996,The customer service was excellent!,Positive
fb_0846,2025-03-31 02:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0847,2025-04-22 00:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0848,2025-01-03 16:06:01.026996,The customer service was excellent!,Positive
fb_0849,2025-02-14 23:06:01.026996,The customer service was excellent!,Negative
fb_0850,2025-09-17 11:06:01.026996,Shipping time was average.,Neutral
fb_0851,2025-08-18 06:06:01.026996,,Positive
fb_0852,2024-11-25 05:06:01.026996,My order arrived late and was damaged.,Negative
fb_0853,2024-11-03 18:06:01.026996,The customer service was excellent!,Positive
fb_0854,2025-02-06 04:06:01.026996,"Great experience, will buy again.",Positive
fb_0855,2025-03-25 07:06:01.026996,I am very unhappy with the support team.,Negative
fb_0856,2025-10-11 21:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0857,2024-12-26 15:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0858,2025-05-17 09:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0859,2025-02-01 19:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0860,2025-09-04 18:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0861,2025-01-01 23:06:01.026996,The website is #awful and slow.,Negative
fb_0862,2025-04-15 08:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0863,2025-09-20 01:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0864,2025-04-18 15:06:01.026996,Very satisfied with the quick delivery.,Negative
fb_0865,2025-08-10 12:06:01.026996,"Great experience, will buy again.",Positive
fb_0866,2025-08-31 12:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0867,2025-04-07 04:06:01.026996,My order arrived late and was damaged.,Negative
fb_0868,2025-02-20 21:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0869,2025-04-27 01:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0870,2025-03-13 09:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0871,2025-10-30 17:06:01.026996,The customer service was excellent!,Positive
fb_0872,2024-12-05 19:06:01.026996,"Great experience, will buy again.",Positive
fb_0873,2025-01-21 02:06:01.026996,,Negative
fb_0874,2025-10-10 07:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0875,2025-10-22 18:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0876,2025-02-15 23:06:01.026996,The website is #awful and slow.,Negative
fb_0877,2025-02-07 20:06:01.026996,The customer service was excellent!,Positive
fb_0878,2024-11-13 16:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0879,2025-04-27 12:06:01.026996,Very satisfied with the quick delivery.,Negative
fb_0880,2025-04-17 15:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_0881,2025-06-06 21:06:01.026996,,Positive
fb_0882,2025-10-25 17:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0883,2025-01-25 05:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0884,2025-07-25 14:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0885,2024-11-08 15:06:01.026996,,Negative
fb_0886,2025-08-27 03:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0887,2025-05-18 18:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0888,2025-09-29 12:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0889,2025-04-23 17:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0890,2025-02-08 20:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0891,2025-02-13 04:06:01.026996,I am very unhappy with the support team.,Negative
fb_0892,2025-07-15 08:06:01.026996,The customer service was excellent!,Positive
fb_0893,2025-07-04 14:06:01.026996,"Great experience, will buy again.",Positive
fb_0894,2025-05-17 20:06:01.026996,My order arrived late and was damaged.,Negative
fb_0895,2025-01-08 23:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0896,2025-10-05 08:06:01.026996,"Great experience, will buy again.",Positive
fb_0897,2024-12-21 03:06:01.026996,"Great experience, will buy again.",Negative
fb_0898,2024-12-28 00:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0899,2025-01-24 22:06:01.026996,"Great experience, will buy again.",Positive
fb_0900,2025-08-25 13:06:01.026996,The price is fair for what you get.,Neutral
fb_0901,2025-10-13 07:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0902,2024-11-04 13:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0903,2025-03-19 18:06:01.026996,My order arrived late and was damaged.,Negative
fb_0904,2024-12-02 20:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0905,2024-11-03 11:06:01.026996,"Great experience, will buy again.",Positive
fb_0906,2025-07-15 21:06:01.026996,My order arrived late and was damaged.,Negative
fb_0907,2024-12-22 01:06:01.026996,,Positive
fb_0908,2025-06-05 21:06:01.026996,The customer service was excellent!,Positive
fb_0909,2025-09-20 10:06:01.026996,I am very unhappy with the support team.,Negative
fb_0910,2025-01-21 13:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_0911,2025-07-11 01:06:01.026996,The customer service was excellent!,Positive
fb_0912,2025-07-29 21:06:01.026996,I am very unhappy with the support team.,Negative
fb_0913,2024-11-30 12:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0914,2025-01-06 04:06:01.026996,The customer service was excellent!,Positive
fb_0915,2025-10-18 02:06:01.026996,I am very unhappy with the support team.,Negative
fb_0916,2025-08-23 07:06:01.026996,"Great experience, will buy again.",Positive
fb_0917,2025-07-26 03:06:01.026996,"Great experience, will buy again.",Positive
fb_0918,2025-09-04 01:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0919,2025-05-01 02:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0920,2025-04-14 16:06:01.026996,Shipping time was average.,Neutral
fb_0921,2025-01-29 03:06:01.026996,I am very unhappy with the support team.,Negative
fb_0922,2025-06-14 18:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0923,2025-02-13 04:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0924,2024-11-06 05:06:01.026996,My order arrived late and was damaged.,Negative
fb_0925,2025-10-17 21:06:01.026996,My order arrived late and was damaged.,Positive
fb_0926,2025-09-26 10:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0927,2025-08-30 03:06:01.026996,I am very unhappy with the support team.,Negative
fb_0928,2025-09-14 01:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0929,2024-11-24 19:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0930,2025-04-22 17:06:01.026996,Very satisfied with the quick delivery.,Neutral
fb_0931,2025-10-15 03:06:01.026996,The customer service was excellent!,Positive
fb_0932,2025-08-15 20:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0933,2025-05-03 17:06:01.026996,The website is #awful and slow.,Negative
fb_0934,2025-06-15 07:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0935,2025-02-19 01:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0936,2024-11-19 18:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0937,2025-07-03 08:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0938,2025-07-06 16:06:01.026996,The customer service was excellent!,Positive
fb_0939,2025-08-12 13:06:01.026996,I am very unhappy with the support team.,Negative
fb_0940,2025-04-18 05:06:01.026996,Shipping time was average.,Neutral
fb_0941,2024-12-05 05:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0942,2025-08-19 23:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0943,2025-08-02 23:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0944,2025-01-17 18:06:01.026996,"Great experience, will buy again.",Positive
fb_0945,2025-04-15 01:06:01.026996,My order arrived late and was damaged.,Negative
fb_0946,2025-01-25 21:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0947,2025-09-18 13:06:01.026996,The customer service was excellent!,Positive
fb_0948,2025-02-05 14:06:01.026996,The website is #awful and slow.,Negative
fb_0949,2025-02-20 21:06:01.026996,The customer service was excellent!,Positive
fb_0950,2025-10-28 07:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_0951,2025-09-21 00:06:01.026996,My order arrived late and was damaged.,Negative
fb_0952,2024-11-24 04:06:01.026996,"Great experience, will buy again.",Positive
fb_0953,2025-05-22 18:06:01.026996,,Positive
fb_0954,2025-10-16 16:06:01.026996,The website is #awful and slow.,Negative
fb_0955,2024-11-16 15:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0956,2024-12-18 17:06:01.026996,,Positive
fb_0957,2025-05-14 23:06:01.026996,,Negative
fb_0958,2025-05-01 18:06:01.026996,The customer service was excellent!,Positive
fb_0959,2024-11-02 19:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0960,2025-05-28 04:06:01.026996,Shipping time was average.,Neutral
fb_0961,2024-12-04 19:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0962,2025-05-21 07:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0963,2025-01-22 16:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0964,2025-07-17 03:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0965,2025-02-09 15:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0966,2024-12-03 06:06:01.026996,My order arrived late and was damaged.,Negative
fb_0967,2024-12-28 07:06:01.026996,,Positive
fb_0968,2025-08-19 22:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0969,2025-09-25 04:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0970,2025-07-03 19:06:01.026996,The price is fair for what you get.,Neutral
fb_0971,2025-06-03 15:06:01.026996,"Great experience, will buy again.",Positive
fb_0972,2025-09-07 21:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_0973,2024-11-30 14:06:01.026996,,Positive
fb_0974,2025-06-28 06:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0975,2025-05-30 19:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_0976,2025-05-24 16:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0977,2025-05-11 15:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0978,2024-12-06 22:06:01.026996,I am very unhappy with the support team.,Negative
fb_0979,2025-01-27 18:06:01.026996,The customer service was excellent!,Positive
fb_0980,2025-07-01 02:06:01.026996,"The product is okay, it does the job.",Neutral
fb_0981,2025-07-11 07:06:01.026996,I am very unhappy with the support team.,Negative
fb_0982,2025-02-28 20:06:01.026996,The customer service was excellent!,Positive
fb_0983,2025-07-31 01:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0984,2025-05-15 02:06:01.026996,,Negative
fb_0985,2025-04-08 06:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_0986,2024-11-12 07:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0987,2025-05-23 22:06:01.026996,The website is #awful and slow.,Negative
fb_0988,2024-12-27 21:06:01.026996,The customer service was excellent!,Positive
fb_0989,2025-07-24 22:06:01.026996,"Great experience, will buy again.",Positive
fb_0990,2025-08-24 04:06:01.026996,The price is fair for what you get.,Neutral
fb_0991,2025-10-20 02:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0992,2025-10-20 09:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0993,2025-10-27 11:06:01.026996,The website is #awful and slow.,Negative
fb_0994,2025-10-25 11:06:01.026996,The customer service was excellent!,Positive
fb_0995,2025-08-29 04:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0996,2025-04-18 06:06:01.026996,The website is #awful and slow.,Negative
fb_0997,2025-03-30 20:06:01.026996,"I love this product, it works perfectly.",Positive
fb_0998,2024-12-23 03:06:01.026996,The app is so easy to use and very fast.,Positive
fb_0999,2025-05-09 15:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1000,2024-11-12 01:06:01.026996,Product broke after one use. ##TERRIBLE,Neutral
fb_1001,2025-07-18 05:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1002,2025-08-13 02:06:01.026996,The website is #awful and slow.,Negative
fb_1003,2025-09-16 16:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1004,2025-08-14 04:06:01.026996,,Positive
fb_1005,2025-07-26 14:06:01.026996,My order arrived late and was damaged.,Negative
fb_1006,2025-01-05 22:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1007,2024-12-14 00:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1008,2025-04-01 06:06:01.026996,Very satisfied with the quick delivery.,Negative
fb_1009,2024-12-13 14:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1010,2025-07-09 12:06:01.026996,Shipping time was average.,Neutral
fb_1011,2024-12-31 06:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1012,2025-02-09 07:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1013,2025-01-03 11:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1014,2025-09-22 07:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1015,2025-02-04 09:06:01.026996,"Great experience, will buy again.",Positive
fb_1016,2025-03-16 21:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1017,2025-08-28 07:06:01.026996,I am very unhappy with the support team.,Negative
fb_1018,2024-12-23 13:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1019,2025-10-28 01:06:01.026996,"Great experience, will buy again.",Positive
fb_1020,2024-12-29 13:06:01.026996,"The product is okay, it does the job.",Neutral
fb_1021,2025-08-17 23:06:01.026996,The customer service was excellent!,Positive
fb_1022,2025-07-16 01:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1023,2025-02-19 23:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1024,2025-04-12 19:06:01.026996,Product broke after one use. ##TERRIBLE,Positive
fb_1025,2025-07-14 08:06:01.026996,The customer service was excellent!,Positive
fb_1026,2025-06-20 02:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1027,2025-04-17 15:06:01.026996,The customer service was excellent!,Positive
fb_1028,2025-03-13 03:06:01.026996,The customer service was excellent!,Positive
fb_1029,2025-03-06 04:06:01.026996,My order arrived late and was damaged.,Negative
fb_1030,2024-11-18 03:06:01.026996,Shipping time was average.,Neutral
fb_1031,2024-12-04 08:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1032,2024-12-07 14:06:01.026996,The website is #awful and slow.,Negative
fb_1033,2024-12-01 09:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1034,2025-01-12 11:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1035,2025-06-20 04:06:01.026996,,Negative
fb_1036,2025-07-24 16:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1037,2025-08-14 20:06:01.026996,"Great experience, will buy again.",Positive
fb_1038,2025-09-18 07:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1039,2025-02-22 03:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1040,2024-12-07 12:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_1041,2025-04-25 07:06:01.026996,The website is #awful and slow.,Negative
fb_1042,2025-08-18 14:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1043,2025-02-28 11:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1044,2025-05-06 16:06:01.026996,Very satisfied with the quick delivery.,Negative
fb_1045,2025-10-20 23:06:01.026996,"Great experience, will buy again.",Positive
fb_1046,2025-04-26 19:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1047,2025-09-16 23:06:01.026996,My order arrived late and was damaged.,Negative
fb_1048,2025-07-02 02:06:01.026996,The customer service was excellent!,Positive
fb_1049,2025-07-07 01:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1050,2025-08-15 09:06:01.026996,I haven't used the support team yet.,Neutral
fb_1051,2025-05-02 14:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1052,2025-08-23 02:06:01.026996,The customer service was excellent!,Positive
fb_1053,2025-05-30 18:06:01.026996,The website is #awful and slow.,Negative
fb_1054,2025-08-17 14:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1055,2025-05-28 03:06:01.026996,The customer service was excellent!,Positive
fb_1056,2025-03-02 05:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1057,2025-03-19 14:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1058,2025-07-30 16:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1059,2025-07-05 09:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_1060,2025-10-28 21:06:01.026996,"The product is okay, it does the job.",Neutral
fb_1061,2025-08-08 13:06:01.026996,"Great experience, will buy again.",Positive
fb_1062,2025-05-02 18:06:01.026996,My order arrived late and was damaged.,Negative
fb_1063,2025-01-27 14:06:01.026996,"Great experience, will buy again.",Positive
fb_1064,2025-02-27 16:06:01.026996,"Great experience, will buy again.",Positive
fb_1065,2025-02-12 19:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_1066,2025-03-28 13:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Positive
fb_1067,2025-09-05 17:06:01.026996,"Great experience, will buy again.",Positive
fb_1068,2025-10-27 15:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_1069,2025-09-17 00:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1070,2025-03-06 04:06:01.026996,I haven't used the support team yet.,Neutral
fb_1071,2025-06-27 01:06:01.026996,I am very unhappy with the support team.,Negative
fb_1072,2025-10-24 06:06:01.026996,Very satisfied with the quick delivery.,Positive
